resource,activity,timestamp,case,AMOUNT_REQ
112,A_SUBMITTED,2011/10/5 20:43:07,174959,30000
112,A_PARTLYSUBMITTED,2011/10/5 20:43:07,174959,30000
112,A_PREACCEPTED,2011/10/5 20:43:59,174959,30000
10982,A_ACCEPTED,2011/10/6 11:46:01,174959,30000
10982,A_FINALIZED,2011/10/6 11:50:38,174959,30000
112,A_CANCELLED,2011/11/6 8:16:07,174959,30000
112,A_SUBMITTED,2012/2/7 19:37:51,207278,6500
112,A_PARTLYSUBMITTED,2012/2/7 19:37:51,207278,6500
112,A_PREACCEPTED,2012/2/7 19:38:21,207278,6500
11169,A_ACCEPTED,2012/2/8 9:49:39,207278,6500
11169,A_FINALIZED,2012/2/8 10:01:51,207278,6500
10138,A_APPROVED,2012/2/16 15:34:06,207278,6500
10138,A_REGISTERED,2012/2/16 15:34:06,207278,6500
10138,A_ACTIVATED,2012/2/16 15:34:06,207278,6500
112,A_SUBMITTED,2011/12/28 15:46:41,196150,26500
112,A_PARTLYSUBMITTED,2011/12/28 15:46:41,196150,26500
112,A_PREACCEPTED,2011/12/28 15:47:23,196150,26500
10932,A_CANCELLED,2012/1/11 9:36:12,196150,26500
112,A_SUBMITTED,2012/1/30 8:08:15,204885,19000
112,A_PARTLYSUBMITTED,2012/1/30 8:08:15,204885,19000
112,A_PREACCEPTED,2012/1/30 8:08:48,204885,19000
11180,A_ACCEPTED,2012/1/30 8:17:01,204885,19000
11180,A_FINALIZED,2012/1/30 8:19:45,204885,19000
11289,A_ACTIVATED,2012/2/6 9:29:32,204885,19000
11289,A_APPROVED,2012/2/6 9:29:32,204885,19000
11289,A_REGISTERED,2012/2/6 9:29:32,204885,19000
112,A_SUBMITTED,2012/2/21 6:48:05,211360,6000
112,A_PARTLYSUBMITTED,2012/2/21 6:48:05,211360,6000
112,A_PREACCEPTED,2012/2/21 6:48:42,211360,6000
11302,A_ACCEPTED,2012/2/21 13:50:49,211360,6000
11302,A_FINALIZED,2012/2/21 13:59:49,211360,6000
10609,A_DECLINED,2012/3/5 7:48:45,211360,6000
112,A_SUBMITTED,2011/10/7 11:55:01,175335,5000
112,A_PARTLYSUBMITTED,2011/10/7 11:55:01,175335,5000
11201,A_PREACCEPTED,2011/10/7 12:02:13,175335,5000
11201,A_ACCEPTED,2011/10/7 12:08:40,175335,5000
11201,A_FINALIZED,2011/10/7 12:10:33,175335,5000
10609,A_APPROVED,2011/10/24 12:20:44,175335,5000
